case_name,ridge,feature_rank,parameter_norm,declared_parameter_bound,median_variance_bound_ratio,median_threshold_ratio
pglib_opf_case57_ieee,1.0e-14,2,3.8296613117757814,37.74917217635375,1.1548610713959615,1.0746446250281707
pglib_opf_case57_ieee,1.0e-12,2,3.8296613117757814,37.74917217635375,1.1444300854174076,1.0697803907696395
pglib_opf_case57_ieee,1.0e-10,2,3.8296613117757814,37.74917217635375,1.133580497986572,1.0646973736021483
pglib_opf_case57_ieee,1.0e-8,2,3.8296613117757814,37.74917217635375,1.124707103117525,1.0605220896789338
pglib_opf_case57_ieee,1.0e-6,2,3.8296613117757814,37.74917217635375,1.1433950489411049,1.0692965201622533
pglib_opf_case57_ieee,0.0001,2,3.8296613117757814,37.74917217635375,1.4720782605336553,1.213292322117959
pglib_opf_case57_ieee,0.01,2,3.8296613117757814,37.74917217635375,7.368920408948208,2.714575548561887
pglib_opf_case57_ieee,0.1,2,3.8296613117757814,37.74917217635375,32.603374601921885,5.709936472274615
pglib_opf_case57_ieee,1.0,2,3.8296613117757814,37.74917217635375,105.57734928215733,10.27508390632158
