policy,t,median_risk_ratio,q10_risk_ratio,q90_risk_ratio,median_tail_margin_ratio,q10_tail_margin_ratio,q90_tail_margin_ratio,median_lme_error,empirical_ucb_coverage
leverage,42,1.1612937499236782,1.1492421938479827,1.172578407978286,1.0776333890343295,1.0720271366280012,1.0828565897880291,0.009246257441169128,1.0
leverage,43,1.1607405737749166,1.1496544658526837,1.1733390833486328,1.0773767023125156,1.0722193747058353,1.0832077673345661,0.009308371213594518,1.0
leverage,44,1.160899814076466,1.149709535241145,1.1730718313614152,1.0774506006731661,1.072245051787243,1.0830843948090856,0.009426744175684502,1.0
leverage,45,1.151097002685712,1.137431999141895,1.1633418010503425,1.0728918868078305,1.0665045655648695,1.0785832359349294,0.009233392913408113,1.0
leverage,46,1.1510346989246107,1.1374962844728491,1.1634771191909443,1.0728628518641101,1.0665347048418683,1.0786459654366765,0.009267208712034031,1.0
leverage,47,1.1464355690638697,1.1356439697590668,1.1588682359827764,1.0707173144746258,1.0656659724816966,1.0765074174697051,0.009188373129274594,1.0
leverage,48,1.145272920316498,1.133452121110095,1.157865528314646,1.0701742475298084,1.0646370840437758,1.0760415955317075,0.009099235887186755,1.0
leverage,49,1.1423233176512055,1.1312577116489089,1.1548678806403432,1.0687952642645717,1.0636059938547922,1.0746477748786263,0.008651828546034142,1.0
leverage,50,1.1424005736920453,1.1313696630610495,1.1549652811984537,1.068831405554708,1.0636586207061711,1.0746930921516213,0.008598345941144218,1.0
leverage,51,1.1424735287507501,1.1314423598563401,1.1550380489631302,1.0688655334274373,1.0636927931523479,1.0747269467340668,0.008604422256299364,1.0
leverage,52,1.142545307432444,1.1315136911205652,1.155110412674825,1.0688991099403609,1.0637263226361975,1.0747606122956959,0.008607336083621613,1.0
leverage,53,1.1426170546903962,1.1315849912559477,1.1551827446804332,1.06893267069995,1.0637598364316863,1.0747942620529827,0.00863043442412268,1.0
leverage,54,1.1419878516537678,1.1311714965299478,1.1555632562987852,1.0686383165451052,1.0635654641080325,1.0749712815025705,0.008796880169753387,1.0
leverage,55,1.1418561232618119,1.1310820456217607,1.1554593551705965,1.0685766805680812,1.063523410930649,1.0749229531199305,0.008700839621451632,1.0
leverage,56,1.1350747758897703,1.1261384737472302,1.1467626247240714,1.0653988809744657,1.0611967036062646,1.0708700316581077,0.008399698867858876,1.0
leverage,57,1.13511188684202,1.1260934968738254,1.1468047329131192,1.065416296879238,1.0611755133877898,1.0708896921705873,0.008354148130584303,1.0
leverage,58,1.1321997530568617,1.123382563641093,1.1451280256227558,1.0640487501158296,1.0598974306054467,1.0701065485038501,0.008227190660177987,1.0
leverage,59,1.1315826925819454,1.1225395542555698,1.1440591009047612,1.0637587526355574,1.0594996714036629,1.0696069840034188,0.008234969715800004,1.0
leverage,60,1.1285567268253822,1.1194097936627496,1.1391871847838562,1.0623355053945063,1.0580216413857781,1.06732712120571,0.008019979144167484,1.0
leverage,61,1.1283053454763263,1.1178319308528057,1.137936851055337,1.0622171831585354,1.0572757118157456,1.0667412140200458,0.007977423736822276,1.0
leverage,62,1.128377755613242,1.1179276304187111,1.1380081226970205,1.062251267134457,1.0573209683377482,1.0667746209824123,0.007989676072730725,1.0
leverage,63,1.1284295657378554,1.1179792054711444,1.1380602031163194,1.0622756537972813,1.0573453575529892,1.0667990309273596,0.007973422774017502,1.0
leverage,64,1.1284813572459864,1.1180307621463015,1.1381122649113462,1.062300031137925,1.0573697375155804,1.0668234315849412,0.007957861116048345,1.0
leverage,65,1.1285335119518958,1.1180825458480093,1.1381628252282465,1.0623245788680646,1.0573942242650325,1.066847127990652,0.007930651753638258,1.0
leverage,66,1.1282744377842113,1.1181170015934578,1.1384339343378098,1.0622026344669155,1.0574105170612949,1.0669741877627603,0.007969817980420148,1.0
leverage,67,1.1281739647564049,1.1184270135614822,1.1383231936540312,1.0621553375007715,1.0575570950776405,1.0669222910396918,0.008045083397855436,1.0
leverage,68,1.1231248610094233,1.1143240919786064,1.1327677831770633,1.0597758533089414,1.0556155031776107,1.0643156406619347,0.007791698389279284,1.0
leverage,69,1.1230607966529322,1.1142246875535595,1.1327907882899222,1.0597456273216606,1.0555684190215882,1.0643264478846821,0.007692062516930191,1.0
leverage,70,1.1214137512417854,1.1110344557359337,1.131849344777337,1.0589682481575506,1.054056190830813,1.0638840841303219,0.0076723100828105,1.0
leverage,71,1.1209848390699078,1.111103810451517,1.1316297329213705,1.0587657149086849,1.0540890857081278,1.0637808669444428,0.007704153037056922,1.0
leverage,72,1.1191250435613174,1.1091611178972394,1.1295509937518429,1.057887061809193,1.053167184122157,1.062803365304498,0.007600205605152469,1.0
leverage,73,1.116917922847029,1.108166468313301,1.1265306094859864,1.0568433766661856,1.0526948579654503,1.061381462727098,0.007484593266265181,1.0
leverage,74,1.1163531647233875,1.107127057249592,1.1252622061551814,1.0565761479263818,1.0522010526184014,1.0607837697364146,0.007287306922061087,1.0
leverage,75,1.1163807734685425,1.1071820471501745,1.1253115298785334,1.056589212774627,1.0522271832088719,1.0608070182062608,0.007266822442815759,1.0
leverage,76,1.1164199096956025,1.107221031618209,1.125350892277025,1.0566077326894348,1.0522457077848124,1.0608255710879826,0.007295843851111291,1.0
leverage,77,1.1164600081105247,1.107260172217347,1.1253901482553523,1.0566267075634435,1.052264306216082,1.0608440734867397,0.007288937848252839,1.0
leverage,78,1.116499120769047,1.107299133295008,1.1254294869087298,1.0566452156685493,1.0522828190243925,1.060862614529002,0.007289843492339085,1.0
leverage,79,1.1166488102003536,1.1070791507101352,1.1253069717635944,1.0567160427356295,1.05217828834002,1.0608048697637102,0.007233595143390325,1.0
leverage,80,1.1167389892896824,1.1070192430478079,1.1252038653286873,1.0567587106729308,1.052149819030942,1.0607562685478216,0.007182884543696829,1.0
