policy,seed,t,selected_bus,observation,true_risk,risk_hat,risk_upper,risk_ratio,ell_relative_error,covered,case_name
risk_trace,1,20,8,0.8168785488699247,4.741854642593216,4.729567773056646,5.335313689365131,1.125153361185143,0.005917175429458511,true,pglib_opf_case57_ieee
risk_trace,2,1,9,0.3632119418161592,4.741854642593216,1.482685264439039,406449.5403260328,85715.30992855455,0.9357906392217558,true,pglib_opf_case57_ieee
risk_trace,2,2,8,0.8049974146049487,4.741854642593216,4.916780029323614,7.051060811971644,1.486983752862482,0.024762036584448147,true,pglib_opf_case57_ieee
risk_trace,2,3,9,0.31433003922990954,4.741854642593216,4.616599628850272,6.180256190284363,1.3033415522211194,0.01380354438315421,true,pglib_opf_case57_ieee
risk_trace,2,4,9,0.3316374143173202,4.741854642593216,4.5881789618507005,5.959135047368335,1.256709767912543,0.016482944375106796,true,pglib_opf_case57_ieee
risk_trace,2,5,8,0.8133782461092744,4.741854642593216,4.615121614115646,5.829269861693472,1.22932276525996,0.013462708034385405,true,pglib_opf_case57_ieee
risk_trace,2,6,9,0.3787246994989336,4.741854642593216,4.742880739515262,5.856124049706293,1.2349859898918596,0.006953693615093202,true,pglib_opf_case57_ieee
risk_trace,2,7,9,0.35213942383815794,4.741854642593216,4.75549498318348,5.792908972179971,1.2216546918468922,0.007640989825978354,true,pglib_opf_case57_ieee
risk_trace,2,8,8,0.7851001526340685,4.741854642593216,4.703541138437078,5.6676148055352975,1.1952316620223946,0.010930302157667878,true,pglib_opf_case57_ieee
risk_trace,2,9,9,0.36072149410665827,4.741854642593216,4.729427017289893,5.637232040802186,1.188824303083088,0.011364405421319125,true,pglib_opf_case57_ieee
risk_trace,2,10,9,0.3314127895467703,4.741854642593216,4.696782210653016,5.556940047393455,1.1718916892725517,0.010944456406624874,true,pglib_opf_case57_ieee
risk_trace,2,11,8,0.8249845451792298,4.741854642593216,4.735271838001866,5.5573184165998475,1.1719714827784498,0.007921561066954136,true,pglib_opf_case57_ieee
risk_trace,2,12,9,0.3460843615276264,4.741854642593216,4.7331827955091,5.5185732471121165,1.1638005934517912,0.007852646109014592,true,pglib_opf_case57_ieee
risk_trace,2,13,9,0.33413470755863317,4.741854642593216,4.715385558522144,5.469854324461725,1.1535263597768957,0.00754712124228906,true,pglib_opf_case57_ieee
risk_trace,2,14,8,0.8056722306611591,4.741854642593216,4.713518073005685,5.4398640881300215,1.1472017803470838,0.007709502683595475,true,pglib_opf_case57_ieee
risk_trace,2,15,9,0.351043348461002,4.741854642593216,4.719872415886653,5.421541732989065,1.1433378164506838,0.007743923363382751,true,pglib_opf_case57_ieee
risk_trace,2,16,9,0.32623683855892055,4.741854642593216,4.697656662094098,5.376276260363087,1.133791873768387,0.007917229611486198,true,pglib_opf_case57_ieee
risk_trace,2,17,8,0.7889421330860238,4.741854642593216,4.678413878154985,5.335271364991958,1.1251444354848918,0.009965274600760332,true,pglib_opf_case57_ieee
risk_trace,2,18,9,0.3266939257042899,4.741854642593216,4.660444254509923,5.2971408884485065,1.117103177492513,0.010821947401605836,true,pglib_opf_case57_ieee
risk_trace,2,19,9,0.3194445105089412,4.741854642593216,4.63856561131067,5.257424938887217,1.1087275623472184,0.012261600808695672,true,pglib_opf_case57_ieee
risk_trace,2,20,8,0.8243498294925202,4.741854642593216,4.657431083312427,5.261221728201101,1.1095282594583824,0.010040044248034846,true,pglib_opf_case57_ieee
risk_trace,3,1,9,0.32879530675219054,4.741854642593216,1.2150102813853514,406413.93824955466,85707.80187966618,0.9355883851832083,true,pglib_opf_case57_ieee
risk_trace,3,2,8,0.8277426661824446,4.741854642593216,4.645034576045215,6.690277859863371,1.4108989760606843,0.013696252436615312,true,pglib_opf_case57_ieee
risk_trace,3,3,9,0.3358454098347666,4.741854642593216,4.6869239035935175,6.255348300741686,1.3191775733810291,0.009168185096357365,true,pglib_opf_case57_ieee
risk_trace,3,4,9,0.3865649896167676,4.741854642593216,4.906588457701879,6.321936239325346,1.3332201671766173,0.017379905422507082,true,pglib_opf_case57_ieee
risk_trace,3,5,8,0.7866671884575958,4.741854642593216,4.771939686649286,6.0110066338721415,1.26764886040135,0.009945876844822794,true,pglib_opf_case57_ieee
risk_trace,3,6,9,0.3364779546270049,4.741854642593216,4.729351133004888,5.841308016862305,1.2318614671131762,0.007689089747898016,true,pglib_opf_case57_ieee
risk_trace,3,7,9,0.30306825039129226,4.741854642593216,4.623367014035002,5.645388743759217,1.1905444534402427,0.012839948032306715,true,pglib_opf_case57_ieee
risk_trace,3,8,8,0.7977102019789705,4.741854642593216,4.603021310526527,5.554178980199399,1.1713094134749649,0.015191461455934061,true,pglib_opf_case57_ieee
risk_trace,3,9,9,0.36815357683781014,4.741854642593216,4.663144919498337,5.5630998343174465,1.1731907141031868,0.01059690873637176,true,pglib_opf_case57_ieee
risk_trace,3,10,9,0.34506670810145323,4.741854642593216,4.66645333748955,5.523068784644584,1.1647486481416351,0.010420034124787017,true,pglib_opf_case57_ieee
risk_trace,3,11,8,0.8300395778048463,4.741854642593216,4.70845986232974,5.527016093628995,1.1655810880373996,0.005783695370638362,true,pglib_opf_case57_ieee
risk_trace,3,12,9,0.35702848405778376,4.741854642593216,4.729107223800675,5.513483022671856,1.1627271264596701,0.005673807242064623,true,pglib_opf_case57_ieee
risk_trace,3,13,9,0.3380186959035061,4.741854642593216,4.7195110951073005,5.473830005280925,1.154364782950708,0.005603366893545435,true,pglib_opf_case57_ieee
risk_trace,3,14,8,0.818685900433256,4.741854642593216,4.730087014305589,5.456903521169691,1.1507951914328252,0.004718119709257693,true,pglib_opf_case57_ieee
risk_trace,3,15,9,0.3306730577343827,4.741854642593216,4.713508888195218,5.413749408147415,1.14169450904694,0.0048406379795783655,true,pglib_opf_case57_ieee
risk_trace,3,16,9,0.3188990759114135,4.741854642593216,4.687052643736386,5.364039293843412,1.1312112449971552,0.0063419051113452205,true,pglib_opf_case57_ieee
risk_trace,3,17,8,0.8036683162003201,4.741854642593216,4.677877523823334,5.333501098248152,1.1247711075621198,0.0074168284158318155,true,pglib_opf_case57_ieee
risk_trace,3,18,9,0.33943314986301887,4.741854642593216,4.676523383097937,5.313437323462142,1.1205398992484383,0.007522517676802275,true,pglib_opf_case57_ieee
risk_trace,3,19,9,0.37232109782068523,4.741854642593216,4.705946167894456,5.328985372794559,1.1238187954829957,0.005762302849519425,true,pglib_opf_case57_ieee
risk_trace,3,20,8,0.8253568641903678,4.741854642593216,4.719483666709553,5.32703458407321,1.1234073976506314,0.0043567369093493544,true,pglib_opf_case57_ieee
risk_trace,4,1,9,0.3350143475722866,4.741854642593216,1.2614079015455522,406420.3695271594,85709.15815860964,0.9355242573429952,true,pglib_opf_case57_ieee
risk_trace,4,2,8,0.8368362140826009,4.741854642593216,4.7789431448143675,6.852420419264674,1.4450928878573208,0.00933647054816432,true,pglib_opf_case57_ieee
risk_trace,4,3,9,0.3171214615572985,4.741854642593216,4.672267611932038,6.234451092161562,1.3147706039238853,0.015399162081247739,true,pglib_opf_case57_ieee
risk_trace,4,4,9,0.34517346675017907,4.741854642593216,4.74800392008273,6.138017462603242,1.2944339135723688,0.009945078785256002,true,pglib_opf_case57_ieee
risk_trace,4,5,8,0.7956020529524932,4.741854642593216,4.613383423419437,5.824554049645944,1.2283282573294199,0.014004888492270644,true,pglib_opf_case57_ieee
risk_trace,4,6,9,0.32860678242464236,4.741854642593216,4.602023825901783,5.694570113628069,1.200916211660557,0.015313012121936496,true,pglib_opf_case57_ieee
risk_trace,4,7,9,0.31768617651915343,4.741854642593216,4.569419215275364,5.5832760520488405,1.177445635278999,0.019095664643554333,true,pglib_opf_case57_ieee
risk_trace,4,8,8,0.8197558415998267,4.741854642593216,4.577027580190477,5.521268458873704,1.1643689811322948,0.01843328398859468,true,pglib_opf_case57_ieee
risk_trace,4,9,9,0.357415762915066,4.741854642593216,4.633699282037755,5.527521041617066,1.165687575482952,0.011855283959208953,true,pglib_opf_case57_ieee
risk_trace,4,10,9,0.35654744780597075,4.741854642593216,4.673035823111223,5.528097507344837,1.1658091451579464,0.007373479038593808,true,pglib_opf_case57_ieee
risk_trace,4,11,8,0.8449378486721453,4.741854642593216,4.717890200800866,5.534297264841826,1.1671165993007413,0.00431552982249491,true,pglib_opf_case57_ieee
risk_trace,4,12,9,0.3093961416284047,4.741854642593216,4.676865421855416,5.453639651553991,1.1501068806637893,0.008734709908033713,true,pglib_opf_case57_ieee
risk_trace,4,13,9,0.3615351426587363,4.741854642593216,4.714340130172431,5.466050100873796,1.152724094866926,0.0046718161333758074,true,pglib_opf_case57_ieee
risk_trace,4,14,8,0.8230967760811165,4.741854642593216,4.712790096879868,5.435707523524774,1.1463252109626256,0.00471668746580409,true,pglib_opf_case57_ieee
risk_trace,4,15,9,0.32793710499958584,4.741854642593216,4.7025135879010564,5.399791932587951,1.1387510456530832,0.005805322107350232,true,pglib_opf_case57_ieee
risk_trace,4,16,9,0.35758867557651236,4.741854642593216,4.726485326243571,5.404971903032856,1.1398434389960541,0.0033717741247579927,true,pglib_opf_case57_ieee
risk_trace,4,17,8,0.7777155058131299,4.741854642593216,4.676180886907716,5.330688550365953,1.124177975107798,0.006943548673757545,true,pglib_opf_case57_ieee
risk_trace,4,18,9,0.3613095347229182,4.741854642593216,4.69991007310275,5.337811147594322,1.125680045028793,0.004462373679330851,true,pglib_opf_case57_ieee
risk_trace,4,19,9,0.36824422140585256,4.741854642593216,4.726518562870291,5.350358044078462,1.1283260342945622,0.002438221493072832,true,pglib_opf_case57_ieee
risk_trace,4,20,8,0.8298552044651109,4.741854642593216,4.7391142851398245,5.347292500324074,1.1276795480596506,0.0012347253070376597,true,pglib_opf_case57_ieee
risk_trace,5,1,9,0.33388792870501377,4.741854642593216,1.2529396973468925,406419.2046026708,85708.91249007352,0.9355325792824998,true,pglib_opf_case57_ieee
risk_trace,5,2,8,0.7944160041837193,4.741854642593216,4.4909465735643,6.521605257743469,1.3753279569482852,0.027128551406764376,true,pglib_opf_case57_ieee
risk_trace,5,3,9,0.3153037160217822,4.741854642593216,4.3822361648733015,5.905189978385605,1.2453334029564826,0.03856483433923219,true,pglib_opf_case57_ieee
risk_trace,5,4,9,0.3619417490434682,4.741854642593216,4.528360175066844,5.891803197188535,1.2425102921262128,0.02358124891647314,true,pglib_opf_case57_ieee
risk_trace,5,5,8,0.7783710446247925,4.741854642593216,4.47756923901193,5.678734836129191,1.1975767424670816,0.02959910835889885,true,pglib_opf_case57_ieee
risk_trace,5,6,9,0.33119705469950594,4.741854642593216,4.46026590920513,5.541350567751803,1.1686040558850537,0.031160897185144774,true,pglib_opf_case57_ieee
risk_trace,5,7,9,0.325406747039673,4.741854642593216,4.436263743095358,5.4392556914607475,1.1470734768213262,0.03341793285085664,true,pglib_opf_case57_ieee
risk_trace,5,8,8,0.8453224871130215,4.741854642593216,4.561007108511447,5.506479811899967,1.16125023370362,0.019205944732505198,true,pglib_opf_case57_ieee
risk_trace,5,9,9,0.3552990418901403,4.741854642593216,4.604156819224663,5.4971679991978,1.159286484621452,0.014815787338867804,true,pglib_opf_case57_ieee
risk_trace,5,10,9,0.34548758365332977,4.741854642593216,4.618365351467691,5.469741304537803,1.1535025252369444,0.01347331187976029,true,pglib_opf_case57_ieee
risk_trace,5,11,8,0.8306933897206654,4.741854642593216,4.658129252812478,5.471148392365762,1.1537992631030358,0.008931287321865761,true,pglib_opf_case57_ieee
risk_trace,5,12,9,0.34690536317744486,4.741854642593216,4.670965029739514,5.449471858743888,1.1492279433862385,0.00770797099571108,true,pglib_opf_case57_ieee
risk_trace,5,13,9,0.34042867619647127,4.741854642593216,4.672301966414413,5.4221085310795365,1.1434573473374765,0.0075859389896643795,true,pglib_opf_case57_ieee
risk_trace,5,14,8,0.8133498756342756,4.741854642593216,4.673790261947731,5.3954511024133796,1.1378356168806403,0.0074145824960084265,true,pglib_opf_case57_ieee
risk_trace,5,15,9,0.3430637104670747,4.741854642593216,4.678032612834799,5.375177250666086,1.133560105867463,0.007034423083938289,true,pglib_opf_case57_ieee
risk_trace,5,16,9,0.3315853986321818,4.741854642593216,4.668945330703283,5.344405772822566,1.1270707720175557,0.007863660094325835,true,pglib_opf_case57_ieee
risk_trace,5,17,8,0.8328918497423909,4.741854642593216,4.691059737977334,5.346882820172227,1.1275931514526845,0.005378759574748618,true,pglib_opf_case57_ieee
risk_trace,5,18,9,0.32645332507417774,4.741854642593216,4.67834772027277,5.314619349147594,1.1207891742209006,0.006698687775215952,true,pglib_opf_case57_ieee
risk_trace,5,19,9,0.34397337272018363,4.741854642593216,4.683796549462428,5.304466587835932,1.1186480792112674,0.006124581005595954,true,pglib_opf_case57_ieee
risk_trace,5,20,8,0.8401219364051652,4.741854642593216,4.70635340390423,5.311874413768439,1.1202103004286719,0.0038549613419093637,true,pglib_opf_case57_ieee
risk_trace,6,1,9,0.34851435422837723,4.741854642593216,1.3651176237687526,406434.33323926834,85712.10293721664,0.9355378886782617,true,pglib_opf_case57_ieee
risk_trace,6,2,8,0.7917641579493139,4.741854642593216,4.649394304934019,6.724407120191615,1.4180964257719602,0.01671286609786649,true,pglib_opf_case57_ieee
risk_trace,6,3,9,0.3630476208598834,4.741854642593216,4.738413296112799,6.329245628595463,1.3347616292881845,0.017412569728904096,true,pglib_opf_case57_ieee
risk_trace,6,4,9,0.3283855596481559,4.741854642593216,4.626756220948383,6.005670430645113,1.2665235194473916,0.017488436343146244,true,pglib_opf_case57_ieee
risk_trace,6,5,8,0.8170397758893901,4.741854642593216,4.707908594479281,5.938218212332395,1.2522986594723862,0.0090868732479976,true,pglib_opf_case57_ieee
risk_trace,6,6,9,0.3422921560176983,4.741854642593216,4.694664402508417,5.802731314635064,1.223726105501555,0.009222335193968612,true,pglib_opf_case57_ieee
risk_trace,6,7,9,0.3523962642921492,4.741854642593216,4.7112939438974,5.7443015907686625,1.2114039808751351,0.00909214163408704,true,pglib_opf_case57_ieee
risk_trace,6,8,8,0.813357862295682,4.741854642593216,4.73060916208985,5.696254586964973,1.2012714467877101,0.0076115497723398436,true,pglib_opf_case57_ieee
risk_trace,6,9,9,0.35675762889706747,4.741854642593216,4.750619116474918,5.659439382732541,1.1935075638753696,0.008446040442369669,true,pglib_opf_case57_ieee
risk_trace,6,10,9,0.3393923082266829,4.741854642593216,4.734609099548193,5.597583617520292,1.1804629284163584,0.007732648537934758,true,pglib_opf_case57_ieee
risk_trace,6,11,8,0.8146414522536242,4.741854642593216,4.746372069485463,5.569087072930397,1.1744533505744044,0.007114028865671387,true,pglib_opf_case57_ieee
risk_trace,6,12,9,0.35679892407886266,4.741854642593216,4.760954836448308,5.548599628537139,1.1701327954461995,0.007991391239254514,true,pglib_opf_case57_ieee
risk_trace,6,13,9,0.3680709032172652,4.741854642593216,4.787697014856476,5.548311421018242,1.1700720159536548,0.010108661290959244,true,pglib_opf_case57_ieee
risk_trace,6,14,8,0.8471251247717028,4.741854642593216,4.837226184092752,5.572767382080404,1.1752294834227097,0.011851936214734286,true,pglib_opf_case57_ieee
risk_trace,6,15,9,0.32110176002421187,4.741854642593216,4.80093722885014,5.507873318971206,1.161544107551781,0.007857270573271378,true,pglib_opf_case57_ieee
risk_trace,6,16,9,0.31515011973690993,4.741854642593216,4.764811246551973,5.447486843542927,1.1488093276017874,0.004049071745666585,true,pglib_opf_case57_ieee
risk_trace,6,17,8,0.8151056676130527,4.741854642593216,4.762984165708821,5.424601320695993,1.1439830466269625,0.004013688329790596,true,pglib_opf_case57_ieee
risk_trace,6,18,9,0.3160239242225058,4.741854642593216,4.733929020745776,5.374480735623017,1.133413219238587,0.0022122443710625214,true,pglib_opf_case57_ieee
risk_trace,6,19,9,0.34334509220844717,4.741854642593216,4.734877798847989,5.359323421285012,1.1302167243056012,0.002216762321027598,true,pglib_opf_case57_ieee
risk_trace,6,20,8,0.8257277890030915,4.741854642593216,4.743464906863631,5.352041723076405,1.1286811019052012,0.0016725190331505152,true,pglib_opf_case57_ieee
risk_trace,7,1,9,0.36512800479917656,4.741854642593216,1.4983698355628154,406451.523168313,85715.7280860962,0.9358418549850879,true,pglib_opf_case57_ieee
risk_trace,7,2,8,0.8543504363453824,4.741854642593216,5.271458230817272,7.457237675690645,1.5726415585806413,0.054196960055603156,true,pglib_opf_case57_ieee
risk_trace,7,3,9,0.3554012099086669,4.741854642593216,5.209238575378519,6.8627274009972945,1.4472665060952226,0.04796346628312695,true,pglib_opf_case57_ieee
risk_trace,7,4,9,0.3514338360415693,4.741854642593216,5.171861928895462,6.621786530006778,1.396454979983416,0.044261882717652565,true,pglib_opf_case57_ieee
risk_trace,7,5,8,0.805852658963699,4.741854642593216,5.008474907932123,6.274704467425658,1.323259555673381,0.028183584438866895,true,pglib_opf_case57_ieee
risk_trace,7,6,9,0.32883361471168837,4.741854642593216,4.919708608828766,6.050792889181,1.2760393021815521,0.018612691427185503,true,pglib_opf_case57_ieee
risk_trace,7,7,9,0.34001452538172744,4.741854642593216,4.894549764513086,5.944635302550893,1.253651946467069,0.015940563810417047,true,pglib_opf_case57_ieee
risk_trace,7,8,8,0.8375431472462982,4.741854642593216,4.9109964000908475,5.891208315511212,1.2423848387493885,0.017621272776474538,true,pglib_opf_case57_ieee
risk_trace,7,9,9,0.33802177860083654,4.741854642593216,4.890179989562445,5.808768283484729,1.2249992294803962,0.015496319193278194,true,pglib_opf_case57_ieee
risk_trace,7,10,9,0.33306496109106626,4.741854642593216,4.8666741832870155,5.738747852210314,1.2102327643413209,0.013176624631589775,true,pglib_opf_case57_ieee
risk_trace,7,11,8,0.7737502988228726,4.741854642593216,4.769944042539355,5.593125329311794,1.179522729160048,0.004074322742993734,true,pglib_opf_case57_ieee
risk_trace,7,12,9,0.32882244951389933,4.741854642593216,4.746031560993574,5.530658435725082,1.1663492140915745,0.0018017807012671208,true,pglib_opf_case57_ieee
risk_trace,7,13,9,0.3142019215618319,4.741854642593216,4.707880603686896,5.460018686532941,1.1514521422670556,0.0035777604439962926,true,pglib_opf_case57_ieee
risk_trace,7,14,8,0.7999048886510618,4.741854642593216,4.684528174917574,5.406804478723962,1.140229907124926,0.006160115503801088,true,pglib_opf_case57_ieee
risk_trace,7,15,9,0.3511306931970049,4.741854642593216,4.698625734190691,5.3972335481404174,1.1382115132042068,0.004908972247954271,true,pglib_opf_case57_ieee
risk_trace,7,16,9,0.3226169913553938,4.741854642593216,4.678922465264801,5.354934970149953,1.1292912528464722,0.006702504560241785,true,pglib_opf_case57_ieee
risk_trace,7,17,8,0.8117864526361683,4.741854642593216,4.676227648814271,5.331171646794734,1.1242798543228296,0.007004363591349817,true,pglib_opf_case57_ieee
risk_trace,7,18,9,0.3382529674049574,4.741854642593216,4.675509079674711,5.311862849953649,1.1202078617594884,0.007074661334052857,true,pglib_opf_case57_ieee
risk_trace,7,19,9,0.34033972141829566,4.741854642593216,4.676831536789698,5.2972431596277865,1.1171247452517525,0.006945503660047112,true,pglib_opf_case57_ieee
risk_trace,7,20,8,0.8002675101031897,4.741854642593216,4.664250950904954,5.267745557240035,1.110904056383985,0.008371256656563096,true,pglib_opf_case57_ieee
risk_trace,8,1,9,0.34886157108245885,4.741854642593216,1.3678390496836357,406434.6924370428,85712.17868769857,0.935540999884949,true,pglib_opf_case57_ieee
risk_trace,8,2,8,0.8061882433782455,4.741854642593216,4.746463795089251,6.83585282836074,1.441598982591833,0.00896218662094931,true,pglib_opf_case57_ieee
risk_trace,8,3,9,0.3739041329759974,4.741854642593216,4.901588994606298,6.517141337710279,1.3743865700080165,0.022714442946641798,true,pglib_opf_case57_ieee
risk_trace,8,4,9,0.3063391155778432,4.741854642593216,4.675593758722418,6.059705291168445,1.2779188203572864,0.00908732512874227,true,pglib_opf_case57_ieee
risk_trace,8,5,8,0.8240124648466365,4.741854642593216,4.7333556671673245,5.963574477507247,1.2576459902292363,0.0030260871832155957,true,pglib_opf_case57_ieee
risk_trace,8,6,9,0.3406287495269419,4.741854642593216,4.726062167581871,5.835553777227689,1.2306479673186173,0.003055154610569757,true,pglib_opf_case57_ieee
risk_trace,8,7,9,0.3475282250757842,4.741854642593216,4.738422331937574,5.772784972790152,1.2174107828900345,0.0031384837225805736,true,pglib_opf_case57_ieee
risk_trace,8,8,8,0.8042396207625393,4.741854642593216,4.71489371129369,5.677545963055443,1.1973260234629457,0.005151577217852157,true,pglib_opf_case57_ieee
risk_trace,8,9,9,0.36260866083718934,4.741854642593216,4.753734157148853,5.662036187776406,1.1940551987650052,0.006150754050036163,true,pglib_opf_case57_ieee
risk_trace,8,10,9,0.3477444911820912,4.741854642593216,4.755651349094386,5.620081782080983,1.1852075201966723,0.0062766288797642955,true,pglib_opf_case57_ieee
risk_trace,8,11,8,0.8063457506841606,4.741854642593216,4.747308671605585,5.569899033581308,1.174624583290738,0.006553325436112406,true,pglib_opf_case57_ieee
risk_trace,8,12,9,0.3311573141066611,4.741854642593216,4.723492332130015,5.507396654458209,1.1614435847502773,0.00580605135386873,true,pglib_opf_case57_ieee
risk_trace,8,13,9,0.33340053664587,4.741854642593216,4.708054411937177,5.461395906393624,1.1517425813387874,0.005964347041823764,true,pglib_opf_case57_ieee
risk_trace,8,14,8,0.7886211878150572,4.741854642593216,4.68014513710569,5.403652099351532,1.1395651083046259,0.008990120063081157,true,pglib_opf_case57_ieee
risk_trace,8,15,9,0.35145836563548694,4.741854642593216,4.6896948478495135,5.388933784855536,1.1364611931479296,0.008613737116505513,true,pglib_opf_case57_ieee
